name,marks
Student2142,72
Student2143,71
Student2144,75
Student2145,83
Student2146,82
Student2147,91
Student2148,91
Student2149,90
Student2150,90
Student2151,89
Student2152,100
Student2153,72
Student2154,96
Student2155,82
Student2156,71
Student2157,86
Student2158,91
Student2159,85
Student2160,73
Student2161,72
Student2162,70
Student2163,93
Student2164,74
Student2165,90
Student2166,70
Student2167,81
Student2168,70
Student2169,79
Student2170,70
Student2171,74
Student2172,94
Student2173,73
Student2174,88
Student2175,82
Student2176,93
Student2177,75
Student2178,99
Student2179,73
Student2180,82
Student2181,70
Student2182,74
Student2183,80
Student2184,72
Student2185,72
Student2186,81
Student2187,80
Student2188,81
Student2189,72
Student2190,84
Student2191,88
Student2192,77
Student2193,78
Student2194,99
Student2195,100
Student2196,81
Student2197,100
Student2198,85
Student2199,92
Student2200,90
Student2201,99
Student2202,96
Student2203,96
Student2204,74
Student2205,94
Student2206,75
Student2207,83
Student2208,88
Student2209,97
Student2210,81
Student2211,72
Student2212,95
Student2213,75
Student2214,100
Student2215,88
Student2216,86
Student2217,86
Student2218,70
Student2219,92
Student2220,98
Student2221,92
Student2222,72
Student2223,80
Student2224,70
Student2225,99
Student2226,85
Student2227,98
Student2228,100
Student2229,98
Student2230,90
Student2231,95
Student2232,96
Student2233,81
Student2234,90
Student2235,81
Student2236,75
Student2237,86
Student2238,92
Student2239,83
Student2240,94
Student2241,92
Student2242,74
Student2243,73
Student2244,71
Student2245,90
Student2246,81
Student2247,81
Student2248,81
Student2249,93
Student2250,74
Student2251,73
Student2252,73
Student2253,96
Student2254,79
Student2255,90
Student2256,77
Student2257,88
Student2258,92
Student2259,82
Student2260,74
Student2261,70
Student2262,92
Student2263,71
Student2264,74
Student2265,74
Student2266,87
Student2267,89
Student2268,98
Student2269,73
Student2270,94
Student2271,85
Student2272,70
Student2273,95
Student2274,92
Student2275,99
Student2276,94
Student2277,96
Student2278,92
Student2279,90
Student2280,74
Student2281,73
Student2282,98
Student2283,73
Student2284,87
Student2285,77
Student2286,95
Student2287,92
Student2288,85
Student2289,74
Student2290,98
Student2291,91
Student2292,87
Student2293,80
Student2294,93
Student2295,89
Student2296,95
Student2297,92
Student2298,95
Student2299,93
Student2300,87
Student2301,98
Student2302,100
Student2303,86
Student2304,94
Student2305,93
Student2306,93
Student2307,84
Student2308,85
Student2309,80
Student2310,70
Student2311,87
Student2312,85
Student2313,99
Student2314,79
Student2315,80
Student2316,100
Student2317,72
Student2318,71
Student2319,99
Student2320,78
Student2321,94
Student2322,94
Student2323,72
Student2324,94
Student2325,98
Student2326,99
Student2327,95
Student2328,92
Student2329,98
Student2330,80
Student2331,73
Student2332,72
Student2333,91
Student2334,76
Student2335,89
Student2336,74
Student2337,77
Student2338,77
Student2339,98
Student2340,100
Student2341,92
Student2342,95
Student2343,71
Student2344,89
Student2345,79
Student2346,89
Student2347,70
Student2348,71
Student2349,78
Student2350,85
Student2351,95
Student2352,85
Student2353,76
Student2354,73
Student2355,95
Student2356,97
Student2357,86
Student2358,88
Student2359,96
Student2360,94
Student2361,89
Student2362,85
Student2363,79
Student2364,73
Student2365,86
Student2366,97
Student2367,82
Student2368,88
Student2369,98
Student2370,91
Student2371,70
Student2372,91
Student2373,94
Student2374,78
Student2375,100
Student2376,74
Student2377,77
Student2378,95
Student2379,86
Student2380,93
Student2381,74
Student2382,74
Student2383,72
Student2384,77
Student2385,71
Student2386,82
Student2387,90
Student2388,81
Student2389,70
Student2390,88
Student2391,99
Student2392,80
Student2393,84
Student2394,91
Student2395,92
Student2396,76
Student2397,100
Student2398,93
Student2399,95
Student2400,98
Student2401,79
Student2402,79
Student2403,76
Student2404,96
Student2405,75
Student2406,75
Student2407,83
Student2408,89
Student2409,82
Student2410,77
Student2411,72
Student2412,97
Student2413,91
Student2414,98
Student2415,72
Student2416,88
Student2417,76
Student2418,95
Student2419,98
Student2420,88
Student2421,82
Student2422,82
Student2423,90
Student2424,78
Student2425,74
Student2426,82
Student2427,72
Student2428,91
Student2429,72
Student2430,76
Student2431,84
Student2432,87
Student2433,72
Student2434,76
Student2435,91
Student2436,92
Student2437,82
Student2438,79
Student2439,100
Student2440,87
Student2441,74
Student2442,93
Student2443,76
Student2444,70
Student2445,97
Student2446,83
Student2447,78
Student2448,70
Student2449,94
Student2450,74
Student2451,71
Student2452,77
Student2453,70
Student2454,95
Student2455,74
Student2456,74
Student2457,95
Student2458,82
Student2459,97
Student2460,80
Student2461,95
Student2462,79
Student2463,100
Student2464,100
Student2465,81
Student2466,90
Student2467,85
Student2468,82
Student2469,97
Student2470,95
Student2471,77
Student2472,98
Student2473,75
Student2474,73
Student2475,76
Student2476,81
Student2477,72
Student2478,90
Student2479,87
Student2480,92
Student2481,90
Student2482,75
Student2483,73
Student2484,85
Student2485,84
Student2486,98
Student2487,94
Student2488,89
Student2489,76
Student2490,73
Student2491,90
Student2492,86
Student2493,82
Student2494,76
Student2495,87
Student2496,88
Student2497,93
Student2498,78
Student2499,71
Student2500,77
Student2501,98
Student2502,90
Student2503,85
Student2504,94
Student2505,83
Student2506,85
Student2507,71
Student2508,93
Student2509,79
Student2510,73
Student2511,97
Student2512,74
Student2513,93
Student2514,89
Student2515,74
Student2516,82
Student2517,95
Student2518,80
Student2519,84
Student2520,87
Student2521,96
Student2522,89
Student2523,89
Student2524,91
Student2525,86
Student2526,92
Student2527,78
Student2528,90
Student2529,80
Student2530,86
Student2531,75
Student2532,88
Student2533,73
Student2534,76
Student2535,79
Student2536,98
Student2537,98
Student2538,93
Student2539,74
Student2540,71
Student2541,83
Student2542,84
Student2543,89
Student2544,81
Student2545,88
Student2546,87
Student2547,81
Student2548,74
Student2549,75
Student2550,84
Student2551,80
Student2552,73
Student2553,81
Student2554,86
Student2555,95
Student2556,78
Student2557,83
Student2558,73
Student2559,71
Student2560,95
Student2561,78
Student2562,94
Student2563,84
Student2564,100
Student2565,72
Student2566,90
Student2567,93
Student2568,76
Student2569,99
Student2570,71
Student2571,90
Student2572,78
Student2573,71
Student2574,70
Student2575,85
Student2576,93
Student2577,97
Student2578,83
Student2579,79
Student2580,75
Student2581,88
Student2582,94
Student2583,78
Student2584,90
Student2585,92
Student2586,94
Student2587,85
Student2588,86
Student2589,71
Student2590,90
Student2591,89
Student2592,79
Student2593,80
Student2594,98
Student2595,81
Student2596,90
Student2597,88
Student2598,93
Student2599,83
Student2600,72
Student2601,78
Student2602,94
Student2603,99
Student2604,75
Student2605,89
Student2606,86
Student2607,92
Student2608,75
Student2609,80
Student2610,75
Student2611,87
Student2612,81
Student2613,98
Student2614,100
Student2615,96
Student2616,81
Student2617,88
Student2618,91
Student2619,79
Student2620,81
Student2621,82
Student2622,84
Student2623,79
Student2624,100
Student2625,70
Student2626,96
Student2627,81
Student2628,70
Student2629,78
Student2630,77
Student2631,90
Student2632,71
Student2633,87
Student2634,95
Student2635,70
Student2636,99
Student2637,99
Student2638,74
Student2639,81
Student2640,96
Student2641,74
Student2642,82
Student2643,94
Student2644,77
Student2645,96
Student2646,81
Student2647,74
Student2648,100
Student2649,98
Student2650,86
Student2651,72
Student2652,89
Student2653,92
Student2654,100
Student2655,100
Student2656,95
Student2657,90
Student2658,96
Student2659,94
Student2660,99
Student2661,86
Student2662,99
Student2663,81
Student2664,92
Student2665,74
Student2666,74
Student2667,82
Student2668,96
Student2669,83
Student2670,93
Student2671,90
Student2672,78
Student2673,71
Student2674,91
Student2675,94
Student2676,70
Student2677,77
Student2678,83
Student2679,81
Student2680,86
Student2681,72
Student2682,94
Student2683,78
Student2684,73
Student2685,97
Student2686,77
Student2687,99
Student2688,85
Student2689,86
Student2690,84
Student2691,80
Student2692,91
Student2693,97
Student2694,76
Student2695,73
Student2696,92
Student2697,95
Student2698,90
Student2699,79
Student2700,91
Student2701,79
Student2702,70
Student2703,73
Student2704,85
Student2705,73
Student2706,86
Student2707,88
Student2708,75
Student2709,70
Student2710,77
Student2711,96
Student2712,82
Student2713,90
Student2714,85
Student2715,94
Student2716,100
Student2717,70
Student2718,100
Student2719,92
Student2720,94
Student2721,75
Student2722,93
Student2723,83
Student2724,89
Student2725,89
Student2726,86
Student2727,78
Student2728,86
Student2729,74
Student2730,75
Student2731,99
Student2732,100
Student2733,96
Student2734,87
Student2735,70
Student2736,74
Student2737,87
Student2738,98
Student2739,70
Student2740,70
Student2741,88
Student2742,82
Student2743,91
Student2744,88
Student2745,82
Student2746,81
Student2747,86
Student2748,72
Student2749,83
Student2750,94
Student2751,73
Student2752,98
Student2753,73
Student2754,91
Student2755,90
Student2756,93
Student2757,71
Student2758,78
Student2759,85
Student2760,94
Student2761,96
Student2762,99
Student2763,94
Student2764,77
Student2765,73
Student2766,87
Student2767,87
Student2768,93
Student2769,97
Student2770,94
Student2771,95
Student2772,71
Student2773,89
Student2774,88
Student2775,74
Student2776,89
Student2777,95
Student2778,80
Student2779,76
Student2780,97
Student2781,97
Student2782,86
Student2783,98
Student2784,95
Student2785,93
Student2786,94
Student2787,91
Student2788,82
Student2789,75
Student2790,99
Student2791,80
Student2792,99
Student2793,88
Student2794,100
Student2795,74
Student2796,85
Student2797,71
Student2798,77
Student2799,75
Student2800,89
Student2801,79
Student2802,94
Student2803,85
Student2804,70
Student2805,85
Student2806,79
Student2807,88
Student2808,88
Student2809,97
Student2810,72
Student2811,94
Student2812,92
Student2813,71
Student2814,84
Student2815,79
Student2816,71
Student2817,86
Student2818,96
Student2819,78
Student2820,79
Student2821,86
Student2822,73
Student2823,83
Student2824,75
Student2825,88
Student2826,90
Student2827,80
Student2828,93
Student2829,98
Student2830,70
Student2831,96
Student2832,94
Student2833,87
Student2834,94
Student2835,86
Student2836,100
Student2837,91
Student2838,84
Student2839,84
Student2840,84
Student2841,95
Student2842,90
Student2843,97
Student2844,76
Student2845,82
Student2846,91
Student2847,81
Student2848,72
Student2849,86
Student2850,79
Student2851,95
Student2852,100
Student2853,71
Student2854,86
Student2855,94
Student2856,85
Student2857,70
Student2858,81
Student2859,91
Student2860,99
Student2861,72
Student2862,87
Student2863,72
Student2864,88
Student2865,95
Student2866,89
Student2867,91
Student2868,85
Student2869,93
Student2870,89
Student2871,98
Student2872,77
Student2873,95
Student2874,82
Student2875,97
Student2876,86
Student2877,87
Student2878,85
Student2879,95
Student2880,96
Student2881,99
Student2882,72
Student2883,99
Student2884,79
Student2885,95
Student2886,71
Student2887,78
Student2888,89
Student2889,99
Student2890,91
Student2891,76
Student2892,78
Student2893,80
Student2894,86
Student2895,95
Student2896,89
Student2897,98
Student2898,73
Student2899,82
Student2900,97
Student2901,75
Student2902,95
Student2903,75
Student2904,100
Student2905,90
Student2906,88
Student2907,90
Student2908,72
Student2909,73
Student2910,74
Student2911,83
Student2912,84
Student2913,100
Student2914,96
Student2915,83
Student2916,79
Student2917,74
Student2918,88
Student2919,82
Student2920,77
Student2921,73
Student2922,70
Student2923,81
Student2924,85
Student2925,75
Student2926,74
Student2927,76
Student2928,82
Student2929,75
Student2930,86
Student2931,76
Student2932,73
Student2933,80
Student2934,100
Student2935,71
Student2936,84
Student2937,88
Student2938,95
Student2939,82
Student2940,93
Student2941,81
Student2942,88
Student2943,93
Student2944,85
Student2945,96
Student2946,77
Student2947,87
Student2948,89
Student2949,91
Student2950,74
Student2951,79
Student2952,98
Student2953,91
Student2954,74
Student2955,76
Student2956,91
Student2957,79
Student2958,77
Student2959,76
Student2960,70
Student2961,71
Student2962,92
Student2963,93
Student2964,93
Student2965,92
Student2966,91
Student2967,71
Student2968,76
Student2969,86
Student2970,99
Student2971,97
Student2972,70
Student2973,71
Student2974,84
Student2975,70
Student2976,84
Student2977,92
Student2978,91
Student2979,96
Student2980,71
Student2981,86
Student2982,100
Student2983,71
Student2984,93
Student2985,97
Student2986,99
Student2987,86
Student2988,71
Student2989,72
Student2990,75
Student2991,84
Student2992,82
Student2993,71
Student2994,70
Student2995,80
Student2996,94
Student2997,89
Student2998,79
Student2999,81
Student3000,81
Student3001,83
Student3002,72
Student3003,92
Student3004,100
Student3005,78
Student3006,97
Student3007,86
Student3008,83
Student3009,74
Student3010,89
Student3011,72
Student3012,81
Student3013,86
Student3014,98
Student3015,93
Student3016,77
Student3017,93
Student3018,93
Student3019,83
Student3020,92
Student3021,96
Student3022,98
Student3023,84
Student3024,98
Student3025,94
Student3026,84
Student3027,96
Student3028,80
Student3029,81
Student3030,88
Student3031,86
Student3032,97
Student3033,91
Student3034,83
Student3035,91
Student3036,75
Student3037,81
Student3038,96
Student3039,79
Student3040,97
Student3041,78
Student3042,84
Student3043,91
Student3044,98
Student3045,93
Student3046,76
Student3047,88
Student3048,71
Student3049,93
Student3050,93
Student3051,99
Student3052,85
Student3053,98
Student3054,80
Student3055,79
Student3056,75
Student3057,99
Student3058,89
Student3059,84
Student3060,85
Student3061,82
Student3062,90
Student3063,72
Student3064,91
Student3065,91
Student3066,88
Student3067,71
Student3068,72
Student3069,84
Student3070,100
Student3071,81
Student3072,85
Student3073,99
Student3074,97
Student3075,91
Student3076,91
Student3077,83
Student3078,89
Student3079,94
Student3080,78
Student3081,93
Student3082,99
Student3083,76
Student3084,88
Student3085,99
Student3086,81
Student3087,85
Student3088,79
Student3089,97
Student3090,86
Student3091,75
Student3092,71
Student3093,72
Student3094,75
Student3095,78
Student3096,95
Student3097,91
Student3098,98
Student3099,94
Student3100,82
Student3101,79
Student3102,98
Student3103,76
Student3104,70
Student3105,83
Student3106,90
Student3107,87
Student3108,96
Student3109,89
Student3110,96
Student3111,86
Student3112,83
Student3113,77
Student3114,93
Student3115,76
Student3116,79
Student3117,80
Student3118,76
Student3119,83
Student3120,85
Student3121,82
Student3122,98
Student3123,76
Student3124,97
Student3125,90
Student3126,83
Student3127,86
Student3128,99
Student3129,97
Student3130,86
Student3131,78
Student3132,77
Student3133,85
Student3134,70
Student3135,98
Student3136,86
Student3137,70
Student3138,99
Student3139,85
Student3140,83
Student3141,80
Student3142,93
Student3143,99
Student3144,93
Student3145,78
Student3146,89
Student3147,85
Student3148,86
Student3149,99
Student3150,94
Student3151,74
Student3152,80
Student3153,84
Student3154,74
Student3155,71
Student3156,87
Student3157,89
Student3158,89
Student3159,72
Student3160,87
Student3161,91
Student3162,100
Student3163,77
Student3164,83
Student3165,86
Student3166,81
Student3167,90
Student3168,86
Student3169,79
Student3170,94
Student3171,82
Student3172,83
Student3173,89
Student3174,70
Student3175,100
Student3176,92
Student3177,97
Student3178,100
Student3179,97
Student3180,97
Student3181,97
Student3182,81
Student3183,96
Student3184,77
Student3185,75
Student3186,85
Student3187,94
Student3188,71
Student3189,85
Student3190,90
Student3191,73
Student3192,87
Student3193,93
Student3194,79
Student3195,85
Student3196,96
Student3197,82
Student3198,80
Student3199,73
Student3200,83
Student3201,96
Student3202,87
Student3203,86
Student3204,83
Student3205,91
Student3206,90
Student3207,99
Student3208,80
Student3209,94
Student3210,79
Student3211,87
Student3212,85
Student3213,72
Student3214,86
Student3215,85
Student3216,84
Student3217,75
Student3218,87
Student3219,74
Student3220,99
Student3221,84
Student3222,90
Student3223,98
Student3224,89
Student3225,84
Student3226,94
Student3227,71
Student3228,90
Student3229,86
Student3230,90
Student3231,97
Student3232,84
Student3233,80
Student3234,95
Student3235,75
Student3236,82
Student3237,100
Student3238,89
Student3239,95
Student3240,76
Student3241,82
Student3242,74
Student3243,97
Student3244,76
Student3245,76
Student3246,96
Student3247,92
Student3248,84
Student3249,78
Student3250,90
Student3251,84
Student3252,92
Student3253,99
Student3254,99
Student3255,94
Student3256,83
Student3257,92
Student3258,98
Student3259,81
Student3260,75
Student3261,73
Student3262,72
Student3263,94
Student3264,82
Student3265,87
Student3266,92
Student3267,86
Student3268,74
Student3269,71
Student3270,96
Student3271,81
Student3272,87
Student3273,98
Student3274,74
Student3275,92
Student3276,94
Student3277,71
Student3278,96
Student3279,81
Student3280,72
Student3281,82
Student3282,79
Student3283,87
Student3284,82
Student3285,78
Student3286,79
Student3287,91
Student3288,73
Student3289,96
Student3290,78
Student3291,83
Student3292,73
Student3293,99
Student3294,98
Student3295,90
Student3296,90
Student3297,76
Student3298,97
Student3299,91
Student3300,92
Student3301,75
Student3302,81
Student3303,79
Student3304,89
Student3305,75
Student3306,99
Student3307,83
Student3308,93
Student3309,82
Student3310,71
Student3311,76
Student3312,75
Student3313,71
Student3314,81
Student3315,84
Student3316,98
Student3317,95
Student3318,95
Student3319,91
Student3320,89
Student3321,94
Student3322,72
Student3323,79
Student3324,91
Student3325,82
Student3326,84
Student3327,85
Student3328,90
Student3329,99
Student3330,79
Student3331,96
Student3332,76
Student3333,71
Student3334,90
Student3335,96
Student3336,86
Student3337,74
Student3338,86
Student3339,89
Student3340,90
Student3341,71
Student3342,80
Student3343,92
Student3344,77
Student3345,84
Student3346,75
Student3347,97
Student3348,74
Student3349,91
Student3350,70
Student3351,97
Student3352,77
Student3353,85
Student3354,75
Student3355,91
Student3356,81
Student3357,80
Student3358,85
Student3359,89
Student3360,93
Student3361,76
Student3362,86
Student3363,85
Student3364,75
Student3365,71
Student3366,91
Student3367,83
Student3368,81
Student3369,93
Student3370,72
Student3371,90
Student3372,72
Student3373,80
Student3374,90
Student3375,82
Student3376,81
Student3377,90
Student3378,75
Student3379,78
Student3380,86
Student3381,93
Student3382,82
Student3383,100
Student3384,87
Student3385,98
Student3386,76
Student3387,96
Student3388,98
Student3389,71
Student3390,82
Student3391,73
Student3392,75
Student3393,81
Student3394,86
Student3395,77
Student3396,97
Student3397,89
Student3398,82
Student3399,94
Student3400,98
Student3401,71
Student3402,99
Student3403,80
Student3404,84
Student3405,81
Student3406,81
Student3407,83
Student3408,92
Student3409,94
Student3410,91
Student3411,76
Student3412,78
Student3413,80
Student3414,96
Student3415,86
Student3416,71
Student3417,80
Student3418,99
Student3419,74
Student3420,77
Student3421,89
Student3422,75
Student3423,74
Student3424,81
Student3425,71
Student3426,81
Student3427,71
Student3428,81
Student3429,96
Student3430,86
Student3431,86
Student3432,88
Student3433,74
Student3434,79
Student3435,90
Student3436,72
Student3437,81
Student3438,90
Student3439,97
Student3440,81
Student3441,81
Student3442,81
Student3443,91
Student3444,89
Student3445,98
Student3446,85
Student3447,74
Student3448,100
Student3449,85
Student3450,93
Student3451,79
Student3452,72
Student3453,82
Student3454,71
Student3455,73
Student3456,74
Student3457,90
Student3458,96
Student3459,92
Student3460,90
Student3461,90
Student3462,96
Student3463,78
Student3464,73
Student3465,74
Student3466,77
Student3467,97
Student3468,75
Student3469,85
Student3470,82
Student3471,77
Student3472,100
Student3473,76
Student3474,75
Student3475,89
Student3476,83
Student3477,84
Student3478,77
Student3479,70
Student3480,79
Student3481,70
Student3482,79
Student3483,97
Student3484,92
Student3485,74
Student3486,97
Student3487,83
Student3488,71
Student3489,78
Student3490,79
Student3491,73
Student3492,74
Student3493,78
Student3494,81
Student3495,71
Student3496,74
Student3497,91
Student3498,98
Student3499,89
Student3500,89
Student3501,72
Student3502,86
Student3503,98
Student3504,80
Student3505,84
Student3506,87
Student3507,77
Student3508,94
Student3509,97
Student3510,80
Student3511,89
Student3512,95
Student3513,80
Student3514,87
Student3515,87
Student3516,86
Student3517,97
Student3518,89
Student3519,76
Student3520,76
Student3521,70
Student3522,82
Student3523,80
Student3524,81
Student3525,77
Student3526,90
Student3527,96
Student3528,99
Student3529,90
Student3530,77
Student3531,85
Student3532,94
Student3533,82
Student3534,81
Student3535,78
Student3536,89
Student3537,90
Student3538,87
Student3539,89
Student3540,98
Student3541,98
Student3542,86
Student3543,93
Student3544,91
Student3545,94
Student3546,71
Student3547,70
Student3548,70
Student3549,87
Student3550,75
Student3551,78
Student3552,82
Student3553,73
Student3554,99
Student3555,96
Student3556,99
Student3557,80
Student3558,73
Student3559,92
Student3560,85
Student3561,96
Student3562,88
Student3563,80
Student3564,92
Student3565,75
Student3566,84
Student3567,88
Student3568,94
Student3569,100
Student3570,78
Student3571,95
Student3572,70
Student3573,82
Student3574,100
Student3575,80
Student3576,98
Student3577,87
Student3578,88
Student3579,77
Student3580,96
Student3581,78
Student3582,72
Student3583,71
Student3584,79
Student3585,92
Student3586,85
Student3587,91
Student3588,85
Student3589,82
Student3590,98
Student3591,95
Student3592,87
Student3593,100
Student3594,99
Student3595,72
Student3596,81
Student3597,79
Student3598,85
Student3599,76
Student3600,72
Student3601,98
Student3602,98
Student3603,85
Student3604,88
Student3605,74
Student3606,80
Student3607,96
Student3608,71
Student3609,76
Student3610,85
Student3611,72
Student3612,83
Student3613,93
Student3614,93
Student3615,96
Student3616,77
Student3617,97
Student3618,98
Student3619,88
Student3620,73
Student3621,96
Student3622,89
Student3623,86
Student3624,72
Student3625,71
Student3626,75
Student3627,92
Student3628,80
Student3629,76
Student3630,94
Student3631,73
Student3632,81
Student3633,86
Student3634,70
Student3635,95
Student3636,97
Student3637,75
Student3638,99
Student3639,85
Student3640,98
Student3641,83
Student3642,70
Student3643,91
Student3644,74
Student3645,96
Student3646,100
Student3647,88
Student3648,89
Student3649,95
Student3650,94
Student3651,88
Student3652,86
Student3653,72
Student3654,75
Student3655,74
Student3656,80
Student3657,83
Student3658,84
Student3659,98
Student3660,93
Student3661,94
Student3662,92
Student3663,71
Student3664,83
Student3665,73
Student3666,94
Student3667,90
Student3668,74
Student3669,94
Student3670,88
Student3671,74
Student3672,78
Student3673,72
Student3674,79
Student3675,83
Student3676,85
Student3677,88
Student3678,95
Student3679,74
Student3680,81
Student3681,90
Student3682,85
Student3683,73
Student3684,71
Student3685,72
Student3686,87
Student3687,95
Student3688,91
Student3689,83
Student3690,90
Student3691,94
Student3692,84
Student3693,90
Student3694,77
Student3695,88
Student3696,99
Student3697,93
Student3698,76
Student3699,99
Student3700,98
Student3701,95
Student3702,92
Student3703,87
Student3704,79
Student3705,74
Student3706,95
Student3707,88
Student3708,93
Student3709,97
Student3710,93
Student3711,82
Student3712,72
Student3713,70
Student3714,96
Student3715,94
Student3716,82
Student3717,83
Student3718,96
Student3719,73
Student3720,85
Student3721,90
Student3722,72
Student3723,98
Student3724,78
Student3725,93
Student3726,84
Student3727,92
Student3728,79
Student3729,74
Student3730,89
Student3731,86
Student3732,83
Student3733,78
Student3734,84
Student3735,94
Student3736,86
Student3737,78
Student3738,88
Student3739,92
Student3740,95
Student3741,73
Student3742,79
Student3743,100
Student3744,76
Student3745,92
Student3746,92
Student3747,80
Student3748,100
Student3749,94
Student3750,93
Student3751,99
Student3752,78
Student3753,86
Student3754,72
Student3755,82
Student3756,72
Student3757,92
Student3758,88
Student3759,97
Student3760,78
Student3761,71
Student3762,99
Student3763,71
Student3764,81
Student3765,80
Student3766,87
Student3767,80
Student3768,73
Student3769,84
Student3770,100
Student3771,99
Student3772,70
Student3773,77
Student3774,73
Student3775,98
Student3776,70
Student3777,75
Student3778,90
Student3779,93
Student3780,79
Student3781,71
Student3782,92
Student3783,80
Student3784,79
Student3785,89
Student3786,78
Student3787,82
Student3788,96
Student3789,84
Student3790,84
Student3791,94
Student3792,75
Student3793,96
Student3794,99
Student3795,89
Student3796,90
Student3797,98
Student3798,87
Student3799,72
Student3800,99
Student3801,85
Student3802,77
Student3803,94
Student3804,97
Student3805,90
Student3806,71
Student3807,90
Student3808,70
Student3809,72
Student3810,96
Student3811,86
Student3812,91
Student3813,76
Student3814,71
Student3815,70
Student3816,81
Student3817,93
Student3818,87
Student3819,80
Student3820,77
Student3821,94
Student3822,76
Student3823,94
Student3824,78
Student3825,84
Student3826,98
Student3827,86
Student3828,94
Student3829,98
Student3830,80
Student3831,95
Student3832,97
Student3833,99
Student3834,88
Student3835,85
Student3836,87
Student3837,79
Student3838,83
Student3839,77
Student3840,79
Student3841,89
Student3842,83
Student3843,95
Student3844,86
Student3845,77
Student3846,96
Student3847,90
Student3848,100
Student3849,96
Student3850,71
Student3851,83
Student3852,84
Student3853,86
Student3854,91
Student3855,89
Student3856,94
Student3857,70
Student3858,73
Student3859,90
Student3860,90
Student3861,73
Student3862,92
Student3863,96
Student3864,70
Student3865,75
Student3866,78
Student3867,92
Student3868,70
Student3869,81
Student3870,97
Student3871,84
Student3872,92
Student3873,100
Student3874,70
Student3875,73
Student3876,76
Student3877,100
Student3878,76
Student3879,73
Student3880,98
Student3881,80
Student3882,96
Student3883,89
Student3884,94
Student3885,84
Student3886,78
Student3887,79
Student3888,96
Student3889,88
Student3890,92
Student3891,78
Student3892,73
Student3893,90
Student3894,95
Student3895,95
Student3896,88
Student3897,75
Student3898,76
Student3899,70
Student3900,82
Student3901,81
Student3902,97
Student3903,93
Student3904,84
Student3905,99
Student3906,80
Student3907,81
Student3908,74
Student3909,90
Student3910,76
Student3911,100
Student3912,88
Student3913,80
Student3914,79
Student3915,72
Student3916,83
Student3917,89
Student3918,76
Student3919,100
Student3920,79
Student3921,80
Student3922,75
Student3923,75
Student3924,74
Student3925,84
Student3926,93
Student3927,81
Student3928,75
Student3929,73
Student3930,94
Student3931,83
Student3932,84
Student3933,82
Student3934,70
Student3935,70
Student3936,82
Student3937,100
Student3938,81
Student3939,90
Student3940,100
Student3941,97
Student3942,76
Student3943,74
Student3944,74
Student3945,98
Student3946,99
Student3947,89
Student3948,74
Student3949,83
Student3950,83
Student3951,74
Student3952,84
Student3953,97
Student3954,99
Student3955,77
Student3956,95
Student3957,73
Student3958,98
Student3959,100
Student3960,79
Student3961,78
Student3962,70
Student3963,73
Student3964,100
Student3965,88
Student3966,90
Student3967,86
Student3968,86
Student3969,83
Student3970,73
Student3971,71
Student3972,79
Student3973,95
Student3974,82
Student3975,93
Student3976,89
Student3977,96
Student3978,82
Student3979,99
Student3980,88
Student3981,71
Student3982,98
Student3983,74
Student3984,90
Student3985,85
Student3986,84
Student3987,70
Student3988,96
Student3989,100
Student3990,74
Student3991,79
Student3992,98
Student3993,96
Student3994,72
Student3995,75
Student3996,71
Student3997,100
Student3998,75
Student3999,80
Student4000,99
Student4001,90
Student4002,90
Student4003,99
Student4004,81
Student4005,89
Student4006,71
Student4007,83
Student4008,70
Student4009,77
Student4010,72
Student4011,77
Student4012,80
Student4013,93
Student4014,95
Student4015,82
Student4016,98
Student4017,81
Student4018,81
Student4019,73
Student4020,80
Student4021,73
Student4022,99
Student4023,78
Student4024,97
Student4025,93
Student4026,79
Student4027,90
Student4028,94
Student4029,77
Student4030,98
Student4031,82
Student4032,98
Student4033,72
Student4034,76
Student4035,80
Student4036,87
Student4037,80
Student4038,78
Student4039,83
Student4040,93
Student4041,84
Student4042,84
Student4043,89
Student4044,71
Student4045,86
Student4046,89
Student4047,89
Student4048,72
Student4049,88
Student4050,87
Student4051,87
Student4052,72
Student4053,90
Student4054,99
Student4055,86
Student4056,89
Student4057,81
Student4058,81
Student4059,85
Student4060,98
Student4061,79
Student4062,79
Student4063,92
Student4064,90
Student4065,79
Student4066,70
Student4067,89
Student4068,87
Student4069,92
Student4070,89
Student4071,73
Student4072,82
Student4073,81
Student4074,92
Student4075,94
Student4076,70
Student4077,87
Student4078,95
Student4079,74
Student4080,80
Student4081,94
Student4082,87
Student4083,93
Student4084,79
Student4085,96
Student4086,85
Student4087,93
Student4088,86
Student4089,77
Student4090,81
Student4091,90
Student4092,79
Student4093,87
Student4094,70
Student4095,86
Student4096,71
Student4097,98
Student4098,92
Student4099,77
Student4100,96
Student4101,95
Student4102,90
Student4103,97
Student4104,79
Student4105,88
Student4106,83
Student4107,74
Student4108,93
Student4109,83
Student4110,89
Student4111,86
Student4112,93
Student4113,73
Student4114,84
Student4115,96
Student4116,72
Student4117,79
Student4118,93
Student4119,71
Student4120,74
Student4121,96
Student4122,95
Student4123,96
Student4124,71
Student4125,86
Student4126,100
Student4127,96
Student4128,95
Student4129,96
Student4130,80
Student4131,77
Student4132,74
Student4133,97
Student4134,80
Student4135,79
Student4136,91
Student4137,74
Student4138,85
Student4139,74
Student4140,74
